DateTime,News
2012-01-31 02:01:00,[$$] Hackers Attack Second Brazilian Bank\'s Website
2012-01-31 03:43:00,Brazil stocks aim for best January in six years
2012-01-31 03:54:00,[$$] Brazilian Banks\' Websites Face Hacker Attacks
2012-01-31 07:30:00,Brazil stocks log best January in six years
2012-03-02 12:34:00,5 Latin American Finance Stocks To Consider For 2012
2012-03-05 02:23:00,5 Stocks With Strong Trends To Watch This Week And 1 To Watch Out For
2012-03-07 03:12:00,Brazilian stocks higher ahead of rate decision
2012-03-14 02:25:00,"Mexican shares fall, Brazilian stocks turn lower"
2012-03-15 06:41:00,Brazil stocks sag on interest-rate cycle concerns
2012-03-19 09:57:00,The Newest Place to Find Great Dividend Stocks
2012-03-20 02:18:00,10 Dividend Yielding Latin American Stocks For 2012
2012-03-20 07:43:00,UPDATE 1-Santander Brasil poaches HSBC Brazil chief
2012-03-26 09:31:00,Where You\'ll Find Tomorrow\'s Winning Stocks
2012-03-27 02:12:00,Steven Cohen\'s Low P/E Stock Picks And Why He May Have Bought Them
2012-03-27 09:33:00,Banco Santander Brasil: An Investment Gem In The Santander Stable
2012-03-28 05:40:00,ADR REPORT-Brazilian bank shares fall in New York
2012-03-28 12:56:00,The Case for Brazilian Bank Stocks
2012-03-29 02:54:00,"Brazil stocks fall on growth, inflation concerns"
2012-03-30 06:56:00,Banco Santander Brasil S.A. Announces Annual Report 20F Form
2012-04-03 10:21:00,Why I Bought Banco Santander
2012-04-05 07:00:00,Shoot for Financial Security With These 3 Financials
2012-04-17 08:58:00,Banco Santander: A Safe 12% Yield From Europe
2012-04-19 09:07:00,Brazils currency falls as more rate cuts eyed
2012-04-23 11:31:00,Banco Santander - Growth In Disguise
2012-04-24 03:09:00,Banco Santander: Tantalizing Value Or High-Risk Investing?
2012-05-07 03:16:00,"Banco Santander: Strengths, Weaknesses, Opportunities, Threats"
2012-05-09 06:29:00,"Brazilian stocks fall on inflation, Europe worries"
2012-05-10 11:17:00,How To Invest In Spain\'s Banco Santander
2012-05-11 08:15:00,Research on Popular Inc. and Banco Santander (Brasil) S.A. - Foreign Regional Banks Taking the Good With the Bad
2012-05-17 07:42:00,"Moody\'s to downgrade Spanish banks today, Bloomberg says, citing Expansion"
2012-05-22 05:03:00,Brazil Stimulus \'Unexciting\' For Banks
2012-05-23 02:43:00,Brazil stocks fall 3% as Greece fears accelerate
2012-05-23 07:27:00,Brazil stocks fall as Greece fears accelerate
2012-05-24 03:36:00,Brazil stocks drop after weak Chinese data
2012-05-30 10:39:00,Plunging Brazilian Interest Rates and Your Portfolio
2012-05-31 08:31:00,Banco Santander: Paying The Price For Its Association With Spain
2012-05-31 10:22:00,"Buy Low, Buy Brazil"
2012-06-06 01:04:00,BANCO SANTANDER (BRASIL) S.A. Financials
2012-06-20 02:52:00,Brazil\'s Banks: Are They A Healthy Bet For Investors?
2012-06-20 10:05:00,How Much Worse Will Itau Unibanco Get Before It Gets Better?
2012-06-22 01:00:00,[video] The 1% Growth Initiative
2012-06-23 11:34:00,How Solid is Banco Santanders International Business?
2012-07-11 03:41:00,Brazil stocks lower ahead of expected rate cut
2012-07-18 08:20:00,Equity Research on Banco Bilbao and Banco Santander -- Foreign Regional Banks Seeing Potential Challenges in Brazil but Upsides Elsewhere
2012-07-20 04:00:00,Time to Buy Into These Options?
2012-07-26 06:07:00,Cramer: Did Draghi Just Give Investors a Much Better Exit Point?
2012-07-26 06:55:00,Santander Brasil beats profit forecast in second quarter
2012-07-26 08:21:00,UPDATE 1-Santander Brasil beats profit forecast in second quarter
2012-07-26 09:56:00,Santander Brasil says bad loan provisions likely to drop
2012-08-13 02:36:00,Why I Continue To Like Peru\'s Credicorp
2012-08-15 06:37:00,"Is Bancolombia Losing Its Luster For Investors? Part 1 - An Analysis Of Asset Quality, Risk And Liquidity"
2012-08-15 06:52:00,Is Bancolombia Losing Its Luster For Investors? Part 2 - An Analysis Of Performance And Growth
2012-08-23 04:54:00,Banco Santander Brasil: Declining Asset Quality And Growing Headwinds Hamper Profitability
2012-08-29 11:50:00,Banco Santander Chile: High Asset Quality And Solid Dividend Is Attractive
2012-09-11 08:52:00,Grupo Financiero Santander M\xc3\xa9xico: Another High Quality Bank In The Santander Group
2012-09-26 01:00:00,"Santander Mexico IPOs, Third Bank This Month"
2012-09-26 07:00:00,Our Outlook for Financial-Services Stocks
2012-09-26 12:05:00,Santander\'s Mexico Unit Raises $4 Billion in IPO: CEO
2012-09-28 05:42:00,Where Is the Qatar Wealth Fund Investing?
2012-10-03 06:37:00,Euro-zone financials face more uncertainty
2012-10-11 01:30:00,The hopeless reductiveness of the BRICs
2012-10-22 01:12:00,Are Brazilian Banks Approaching a Credit Boom?
2012-10-25 08:58:00,Banco Santander Brasil sees default rate declining
2012-10-30 07:11:00,Seeking Contrarian Value In Brazil: Does Banco Bradesco Represent Value?
2012-11-20 10:17:00,How Jim Chanos Spotted the HP Scandal
2015-04-09 02:24:00,Notice to the market-Official notice 111/2015/CVM/SEP/GEA-1
2015-04-09 03:16:00,Notice to the market - Official notice 111/2015/CVM/SEP/GEA-1
2015-04-17 10:24:00,Sao Paulo Traders Clash With Morgan Stanley Over Rates Outlook
2015-04-17 11:01:00,Santander renegotiates UniCredit fund manager deal
2015-04-22 01:27:00,Santander to keep its distance from US in Pioneer deal - sources
2015-04-23 01:40:00,"UniCredit SpA, Banco Santander to Merge Asset Management Units"
2015-04-23 02:39:00,UniCredit reaches asset management deal with Santander
2015-04-23 12:00:00,Slims Worst-In-Mexico Mining Company Poised for MSCI Removal
2015-04-23 12:05:00,"Santander, UniCredit Agree to Combine Asset Management Units"
2015-04-28 01:04:00,Santander Brasil Beats Santander Mexico as Loan Growth Diverges
2015-04-28 01:21:00,Santander First-Quarter Profit Rises on Growth Across Markets
2015-04-28 03:47:00,Santander\'s Q1 profits jump as Spanish economy recovers
2015-04-28 05:43:00,Banco Santander-Chile to invest $510 million through 2017
2015-04-28 07:25:00,Santander profits lifted by Brazil and Spain
2015-04-28 08:10:00,BP PLC (BP) Earnings Report: Q1 2015 Conference Call Transcript
2015-04-28 08:19:00,Santander Needs Firmer Economic Footing to Make the Grade
2015-04-28 10:08:00,"Santander Profit Rises on Latin America, Europe"
2015-04-28 11:41:00,SAM Finance Lux S.A.R.L. -- Moody\'s Affirms SAM Investment\'s Ba2 Corporate Family Rating; Outlook Positive
2015-04-28 12:27:00,Santander Brasil shares jump on strong quarterly earnings
2015-04-29 07:57:00,BBVA Joins Santander Reporting a Squeeze in Lending Profit on QE
2015-04-30 06:27:00,Notice to the Market - Filing of Form 20-F
2015-05-19 11:45:00,Santander Brasil weighing purchase of HSBC\'s Brazil assets -CEO
2015-05-19 12:10:00,Santander Brazil Mulls Buying HSBC Unit
2015-05-22 05:46:00,HSBC confirms may sell Brazil unit after suitors show interest
2015-05-26 08:33:00,Why Banco Santander (BSBR) Could Be a Top Value Stock Pick - Tale of the Tape
2015-05-28 06:00:00,Santander Starts $2 Billion Renewables Fund With Canada Pensions
2015-05-28 09:00:00,Edited Transcript of BCOLOMBIA.BG earnings conference call or presentation 29-May-15 1:00pm GMT
2015-06-02 06:09:00,Empresa de Energia Sao Manoel S.A. -- Moody\'s downgrades S\xc3\xa3o Manoel ratings to Ba2/Aa3.br; outlook negative
2015-06-02 10:21:00,"Itau, Bradesco, Santander Bid on HSBC\'s Brazil Unit"
2015-06-02 10:28:00,5 Big Trades Under $15 That Could Deliver Big Gains
2015-06-03 12:06:00,"Itau, Bradesco, Santander Bid on HSBCs Brazil Unit"
2015-06-08 07:00:00,Bradesco Said to Be Most Likely Buyer of HSBCs Brazil Unit
2015-06-11 01:12:00,Banco Santander Chief Ana Bot\xc3\xadn Rethinks Fathers Legacy
2015-06-16 03:12:00,This is what keeps the chairwoman of Banco Santander up at night
2015-06-18 07:38:00,Santander Said to Explore Strategic Options for Equity Broking
2015-06-18 08:05:00,"Bitcoin May Not Go Mainstream, But Blockchain Will"
2015-06-24 04:47:00,Pipeline builds in risk-off day for LatAm credit markets
2015-06-24 11:00:00,Brazil Bank Stock Goes From Worst to First After Investors Bail
2015-06-26 09:31:00,Fighting Fat in Chile Imperils Outlook for Biggest Soda Bottlers
2015-06-29 10:17:00,Banco Santander (SAN) Stock Falling as European Banks Hit by Greek Debt Concerns
2015-06-30 04:09:00,Fintech explosion puts banks in digital firing line
2015-06-30 11:03:00,Financial Briefs
2015-07-01 01:50:00,LatAm credits move tighter but borrowers hold fire
2015-07-01 06:19:00,Santander and Monitise create venture to back fintech disrupters
2015-07-01 09:08:00,TABELA-BTG Pactual e Ita\xc3\xba BBA lideram raking de fus\xc3\xb5es no 1\xc2\xba semestre
2015-07-03 07:20:00,Santander increases stake in US loans arm
2015-07-06 10:53:00,Banco Santander (SAN) Stock Slipping as European Banks React to Greek \'No\' Vote
2015-07-07 03:59:00,Banco Santander (SAN) Stock Rebounds After Fed Admonishment
2015-07-07 11:40:00,"Fed finds deficiencies in Santander Holding risk management, oversight"
2015-07-07 11:45:00,Fed Orders Banco Santander to Fix Capital Defects at U.S. Unit
2015-07-08 05:17:00,"LATAM WRAP-Region ends softer, but primary open for strong names"
2015-07-08 09:30:00,New Strong Buy Stocks for July 8th - Tale of the Tape
2015-07-08 12:28:00,Fed Tells Santanders U.S. Unit to Shape Up
2015-07-09 04:53:00,LATAM WRAP-AES Gener brings tight 10-year; PacRu bonds drop
2015-07-15 03:52:00,LATAM WRAP-LatAm spreads mostly wider but finding bids
2015-07-16 07:00:00,2 of the World\'s Best Banks to Own
2015-07-20 04:03:00,LATAM WRAP-Cosan to test appetite for Brazilian high-yield
2015-07-23 02:54:00,"Uber, Santander partnership on car loans is over"
2015-07-29 01:49:00,How a Ferrari Sponsorship Helped Santander Seal Top IPO Role
2015-07-29 08:37:00,"Santander bank reports profits surge on Britain, euro"
2015-07-29 11:56:00,"Uber launches car leasing unit, makes entry into financial services"
2015-07-30 01:00:00,Santander Brasil CEO says offer for HSBC unit \'very good\'
2015-07-30 01:21:00,"Concerns on margins weigh on Santander, despite profit growth"
2015-07-30 01:24:00,Ex-US banking regulator Bair resigns from Santander
2015-07-30 01:39:00,Santander Quarterly Profit Rises on Brazil Provision Ruling
2015-07-30 02:28:00,Santander Quarterly Profit Rises on Brazil Tax Ruling
2015-07-30 06:09:00,Santander Brasil beats profit estimates on hefty tax rebate
2015-07-30 07:44:00,Earnings Briefs
2015-07-30 10:08:00,Santander Brasil remains interested in buying HSBC Brazil unit
2015-07-31 01:32:00,Banque PSA Finance -- Moody\'s changes outlooks on Banque PSA Finance\'s long-term ratings to positive
2015-08-03 05:10:00,HSBC sells up in Brazil as compliance costs crimp global ambitions
2015-08-06 02:54:00,"HSBC Rises on Cost Savings Plans, Should You Buy More? - Analyst Blog"
2015-08-14 02:00:00,Deutsche Bank\'s Revenue Growth on Track; Time to Hold?
2015-08-14 02:26:00,Banco Psa Finance Brasil S.A. -- Moody\'s affirms Banco PSA\'s deposit ratings; positive outlook
2015-08-18 10:30:00,Deutsche Bank\'s Fixed-Income & Currencies Wing Revamped
2015-08-19 01:14:00,Moody\'s assigns provisional ratings to Driver Brasil Three FIDC
2015-08-19 09:30:00,New Strong Buy Stocks for August 19th
2015-08-25 04:31:00,Can Banco Santander SA And Barclays PLC Escape The Emerging Markets Crisis?
2015-08-28 09:33:00,5 Ultra-High Dividend Stocks Hedge Funds Are Betting On
2015-09-02 12:52:00,Notable option activity in equities
2015-09-04 02:32:00,"Why Savvy Investors Are Bargain Hunting At Burberry Group plc, Banco Santander SA And GKN plc"
2015-09-08 05:48:00,"Which Is The Better Bank Banco Santander SA, OneSavings Bank PLC Or Bank of Georgia Holdings PLC?"
2015-09-08 07:19:00,"Santander Brasil to tap chairman Rial as CEO, papers say"
2015-09-08 07:45:00,Santander Brazil Said to Plan CEO Change as Ana Botin Makes Mark
2015-09-09 05:36:00,"TLAC Disparity Resolved as HSBC, Santander Win Rule Change"
2015-09-09 08:40:00,Santander Brasil Names Sergio Rial CEO as Botin Makes Her Mark
2015-09-09 09:13:00,Santander Brasil taps Rial as CEO in bid to boost profits
2015-09-09 11:06:00,REUTERS BUSINESS NEWS SCHEDULE AT 1500 GMT/11 AM ET
2015-09-10 03:27:00,Euronext nominates Santander\'s Boujnah as new CEO
2015-09-14 01:45:00,"Puerto Ricos Debt Proposal Seen Stinging Banks, Moodys Says"
2015-09-17 12:04:00,UK banks quietly confident they can cope with ringfencing
2015-09-20 06:00:00,Botin Faces Doubts Over Santander\'s Capital Amid Profit Squeeze
2015-09-21 01:00:00,"Why Dividend Darlings National Grid plc, Banco Santander SA, Intu Properties PLC And Standard Life Plc Are Impossible To Ignore!"
2015-09-23 08:22:00,Spain\'s Abengoa close to deal on capital hike - sources
2015-09-24 02:26:00,I\'m Confident About Next Few Years: Santander Chairman
2015-09-24 03:14:00,We Need to Continue to Innovate: Santander Chairman
2015-09-24 03:23:00,We Need to Execute for Our Customers: Santander\'s Botin
2015-09-24 04:02:00,Ana Botin Is Undaunted by Brazil Crisis and Bullish on Santander
2015-09-24 10:50:00,"Banco Santander\'s Growth Plan, EPS to Grow in Double Digit"
2015-09-24 12:39:00,Santander Aims to Boost Capital Buffer
2017-03-28 12:22:00,5 Companies Reach Yearly Highs
2017-03-28 12:59:00,Qatar Investment Authority to Sell 40 pct of Santander Brasil Stake
2017-03-29 03:38:00,Santander to pay $25.9 million to resolve subprime auto loan probes
2017-03-29 03:44:00,Santander Consumer settles with states over subprime auto charges
2017-03-29 04:19:00,2 states settle with Santander over \'unfair\' car loans
2017-03-29 06:16:00,Santander USA to pay $26 mn in subprime auto settlement
2017-03-29 12:00:00,Santander Unit to Pay $25 Million Over Subprime Auto Loans
2017-03-29 12:24:00,Santander to pay $22 mln to resolve subprime auto loan probes
2017-04-03 11:30:00,Bullish and Bearish Reversals in the Market
2017-04-04 06:57:00,Ex-Banif\'s \'bad bank\' sells unit with 1.5 bln euros assets to Altamira
2017-04-04 08:40:00,Is the Options Market Predicting a Spike in Banco Santander (BSBR) Stock?
2017-04-05 02:21:00,Santander Brasil offer seen pricing near 25 reais/share -sources
2017-04-05 05:17:00,Qatar\'s Santander Brasil offering prices below suggested tag -sources
2017-04-05 06:18:00,QIA\'s Santander Brasil offer prices below suggested tag -sources
2017-04-06 04:59:00,"Why Advanced Micro Devices, Plug Power, and Banco Santander Brasil Slumped Today"
2017-04-15 03:28:00,Almost anyone can get a car loan now  and that\'s not a good thing for the country
2017-04-18 09:35:00,Banco Santander: Is SAN a Good Stock for Value Investors?
2017-04-18 10:47:00,Top Ranked Momentum Stocks to Buy for April 18th
2017-04-19 10:04:00,"Santander Brasil Upgraded; Valuation Is ""Missing Piece"" For Outperform Rating"
2017-04-26 01:19:00,Santander\'s Brazil Patience Pays off as Rebound Lifts Profit
2017-04-26 06:00:00,Santander Brasil\'s recurring profit hits record as revenue soars
2017-04-26 06:17:00,Banco Santander Shares Active After Profit Surge In Brazil Lifts Q1 Bottom Line
2017-04-26 06:44:00,[$$] Santander earnings boosted by Brazil and Spain recovery
2017-04-26 08:23:00,Santander Brasil sees market share growing without lower fees
2017-04-26 09:57:00,Santander Brasil sees return on equity up despite slow recovery
2017-04-26 10:28:00,Top Ranked Income Stocks to Buy for April 26th
2017-04-26 10:31:00,[$$] European banks benefit from emerging markets and US trading boom
2017-04-27 04:14:00,The Pound Is Very Cheap for This Currency Strategist
2017-04-27 06:35:00,Santander ranks last locally in consumer survey for 5th straight year
2017-04-28 05:00:00,Banco Santander-Chile posts 1Q profit
2017-05-02 03:21:00,[$$] Business school: Top MBAs for finance and a heart in business
2017-05-03 03:21:00,"Spanish court to question Santander, BNP bankers in HSBC tax probe"
2017-05-05 09:10:00,[$$] BoE sets bailout debt levels for biggest lenders
2017-05-09 08:48:00,Why Earnings Season Could Be Great for Banco Santander Brasil (BSBR)
2017-05-16 12:55:00,[$$] Banco Popular attracts merger interest from rivals
2017-05-18 02:28:00,Why Brazilian Bank Stocks Are Plunging Today
2017-05-18 06:00:00,Spain\'s Zombie Bank Lurches Toward Uncertain Fate After Loss
2017-05-19 07:00:00,Trader\'s Daily Notebook: Is a Battered Brazil Worth a Buy?
2017-05-19 09:02:00,Santander or Bankia viewed as likely saviours for Spain\'s Popular
2017-05-22 02:15:00,Banco Un-Popular
2017-05-22 06:00:00,Auto Lender Santander Checked Income on Just 8% in Subprime ABS
2017-05-24 07:14:00,Auto lender Santander checked income on just 8% of subprime loans bundled into bonds
2017-06-01 08:57:00,Moody\'s Downgrades Brazil Banks on Nation\'s Negative Stance
2017-06-06 12:57:00,Santander Said to Weigh Stock Sale on Possible Popular Bid
2017-06-07 01:55:00,[$$] Decisive Madrid shows edge over sluggish Italians
2017-06-07 02:12:00,Santander to Take Over Popular as ECB Says Bank Was Failing
2017-06-07 02:16:00,"ECB says Spain\'s Popular likely to fail, will be bought by Santander"
2017-06-07 02:39:00,European Commission approves resolution scheme of Banco Popular
2017-06-07 02:48:00,Banco Santander pays 1 euro for Banco Popular to create Spain\'s biggest bank
2017-06-07 02:53:00,[$$] Santander to raise ?7bn to take over Banco Popular
2017-06-07 03:08:00,Banco Popular Taken Over by Santander
2017-06-07 03:31:00,Spanish bank on the brink of failure is snapped up by larger rival for a euro
2017-06-07 03:38:00,European Stocks Little Changed as Santander Acquires Popular
2017-06-07 03:57:00,Banco Popular\'s Riskiest Notes Collapse on Santander Sale: Chart
2017-06-07 04:03:00,[$$] Why Santander rescue of Banco Popular is a European test case
2017-06-07 04:42:00,Santander Chairman Botin on Banco Popular Purchase
2017-06-07 04:47:00,Santander\'s Botin Says No Pressure to Do Popular Deal
2017-06-07 05:14:00,[$$] Santander/Popular: marriage of convenience
2017-06-07 05:22:00,GLOBAL MARKETS-European bank bailout soothes anxious markets
2017-06-07 05:54:00,Failing Bank Resolution Done Right - Spain\'s Banco Popular Sold To Santander For 1
2017-06-07 05:55:00,"Banks, utilities steady European shares ahead of UK election"
2017-06-07 06:17:00,"Santander buyout smacks of Lloyds bailout debacle, says leading UK fund manager CEO"
2017-06-07 06:28:00,Five Things You Need to Know to Start Your Day
2017-06-07 07:08:00,Spanish Banks Gain After Santander Buys Banco Popular for 1
2017-06-07 07:13:00,"Europe Gets a Bank Rescue Right, At Last"
2017-06-07 08:16:00,Santander rescues Banco Popular from collapse
2017-06-07 08:23:00,PRESS DIGEST- Financial Times - June 8
2017-06-07 08:31:00,[$$] Banco Popular Shows Europe Can Handle Failure
2017-06-07 08:49:00,Banco Santander Buys Banco Popular for a Buck
2017-06-07 08:51:00,ECB triggers overnight Santander rescue of Spain\'s Banco Popular
2017-06-07 08:56:00,Italy\'s BPM Could Also See Pressure From European Regulators Over Its NPL Burden
2017-06-07 09:00:00,The ECB Has Just Admitted It Is Ready to Tighten Monetary Policy
2017-06-07 09:44:00,Santander Purchase of Banco Popular Strategically Sound
2017-06-07 09:48:00,[$$] Santander takeover of a troubled rival is a landmark deal
2017-06-07 10:25:00,Santander purchase of Popular is good outcome: Spanish Economy Minister
2017-06-07 10:48:00,[$$] Santander Buys Banco Popular for 1 After Rival Deemed Likely to Fail
2017-06-07 12:12:00,European stocks wobble into the close ahead of Super Thursday
2017-06-07 12:16:00,Spanish bank buyout showcases Europe\'s new anti-crisis rules
2017-06-07 12:17:00,Hedge-Fund Bet on Banco Popular Collapse Yields Maximum Gain
2017-06-07 12:22:00,"European stocks supported by banks, utilities before UK election"
2017-06-07 12:27:00,Banco Santander Soars After Taking Over Failing Spanish Rival
2017-06-07 12:43:00,[$$] Renzo Piano\'s self-effacing landmark in Santander
2017-06-07 12:56:00,[$$] Santander strikes hasty deal to leapfrog rivals in Spain
2017-06-08 01:20:00,Sign of strength for Europe and Spanish banks: Portfolio ...
2017-06-08 01:41:00,[$$] Emergency funds failed to save Banco Popular from death spiral
2017-06-08 02:00:00,Europe (Finally) Shows How to Deal With a Failing Bank
2017-06-08 02:52:00,TotalBank\'s parent company sold to Banco Santander for one euro
2017-06-08 04:13:00,Banco Popular deal made sense for Santander: Analyst
2017-06-08 05:05:00,Italian Banks Back in Focus Following Banco Popular Rescue in Spain
2017-06-08 05:54:00,Mission Impossible: Saving Banco Popular Too Much for Saracho
2017-06-08 08:51:00,[$$] Europe reaches mastery on banks
2017-06-08 10:52:00,Banco Santander (SAN) Wins Auction to Acquire Banco Popular
2017-06-08 12:05:00,"How to Fix Failed Banks, and How Not To"
2017-06-08 12:35:00,European Stocks Rise but London Falls on Super Thursday
2017-06-09 08:08:00,[$$] Santander\'s Ana Bot\xc3\xadn has no trouble playing hardball
2017-06-11 06:00:00,Popular Takeover Turns Attention to Weak Spanish Bank Rivals
2017-06-11 11:00:00,Guindos Defending ECB Credentials as Banco Popular Takes Hit
2017-06-12 01:48:00,Supreme Court wont widen debt-collection abuse law in Santander case
2017-06-12 02:16:00,U.S. top court won\'t expand debt-collection abuse law in Santander case
2017-06-13 07:39:00,"[$$] When a Bank Sells for One Euro, Who Gets the Euro?"
2017-06-13 10:17:00,Popular\'s Spanish investors seek swift redress after bank folds
2017-06-14 07:31:00,Scotiabank (BNS) Inks Deal to Divest SMCA to Marquest
2017-06-14 08:17:00,"Barclays, HSBC Said Among Banks on Santander Stock Sale"
2017-06-14 08:50:00,Why Banco Santander (BSBR) Could Be a Top Value Stock Pick
2017-06-15 12:00:00,Wiped-Out Spanish Bank Notes Turn Lottery Ticket for Traders
2017-06-22 01:34:00,Baron Funds Comments on Banco Santander-Chile
2017-06-26 11:53:00,Italy\'s Padoan Says Bank Deal \'Is Not a Bailout\'
2017-06-27 03:55:00,[$$] Italy\'s bank rescue rewards investors\' political bets
2017-07-02 11:35:00,How Cyclists Can Stay Safe on the Road
2017-07-03 04:57:00,Santander Sees First-Half Profit Rising as Bank Sells Stock
2017-07-03 05:06:00,Spain\'s Santander launches 7 bln euros rights issue at 4.85 eur/share
2017-07-03 06:02:00,Spain\'s Santander launches Popular rights issue at 19 pct discount
2017-07-04 03:49:00,Santander Shares Slip After Launching $8 Billion Rights Issue for Banco Popular Rescue
2017-07-04 08:21:00,UBS to Fuse European & Emerging Markets Wealth Management
2017-07-04 12:37:00,North Korea\'s Latest Missile Launch Rattles Investors Overseas
2017-07-06 03:53:00,These 3 Bank Stocks Are Ready to Skyrocket: Charts
2017-07-06 06:19:00,Santander Is Said to Seek $5.7 Billion for 51% of Popular Assets
2017-07-06 09:28:00,Investors May Still Need to Be Patient With Santander
2017-07-10 07:01:00,Santander Said to Plan Boosting Stake in U.S. Consumer Unit
2017-07-11 04:30:00,Santander partners with supply chain finance startup Tradeshift
2017-07-13 07:40:00,Hate Checking Your Portfolio? Try These 3 Stocks
2017-07-14 07:55:00,Santander to compensate disgruntled Popular clients
2017-07-16 07:01:00,[$$] Banco Popular investors to press ahead with legal action
2017-07-17 02:16:00,Subprime auto loans are defaulting at dangerous rates
2017-07-26 03:13:00,Santander Appetite Suggests Investors Are Bullish on Spain
2017-07-27 08:45:00,Should You Buy Banco Santander Chile (BSAC) Ahead of Earnings?
2017-07-28 01:05:00,"Santander CFO on Banco Popular, Spanish Real Estate"
2017-07-28 02:44:00,Santander CFO: Confident bank will dispose level of prope...
2017-07-28 03:04:00,Santander Says Capital Gain Unlikely From Popular Assets
2017-07-28 04:37:00,"European Bank Earnings Beat Expectations, with BNP and Credit Suisse Providing the Highlights"
2017-07-28 06:00:00,Banco Santander posts 2Q profit
2017-07-28 06:56:00,Santander Brasil posts record profit despite higher provisions
2017-07-28 07:35:00,Banco Santander-Chile posts 2Q profit
2017-07-28 08:39:00,[$$] Santander buoyed by growth in Brazil operations
2017-07-28 09:26:00,"Brazil growth helps Santander, Popular purchase hits capital"
2017-07-31 03:29:00,Blackstone to buy 51 pct of Banco Popular portfolio -media
2017-07-31 05:48:00,Blackstone in exclusive talks with Banco Popular on property portfolio
2017-07-31 10:30:00,[$$] Blackstone in talks to buy stake in Banco Popular property portfolio
2017-07-31 11:36:00,Santander Brasil sees fee goals feasible despite recession
2017-08-04 09:44:00,[$$] Mexican investors ask ECJ to overturn Banco Popular sale
2017-08-06 02:00:00,[$$] London bike-sharing company \'disappointed\' after seizures
2017-08-08 02:17:00,[$$] Blackstone Buys Billions in Spanish Real-Estate Assets
2017-08-08 06:00:00,"Santander Brasil Buys Debt Collector to Fuel Growth, CEO Says"
