DateTime,News
2009-10-08 11:43:00,TEF Bids to Expand in Brazil
2009-10-12 07:13:00,AP Source: GE could unwind stake in NBC Universal
2009-10-15 12:30:00,Mobile Content Bits: NME iPhone App; Fortumo Hong Kong; Bulkypix
2009-10-16 01:40:00,"Malone, Murdoch Kick NBCU\'s Tires, But No Test Drives"
2009-10-19 10:15:00,Is The Vivendi-GE-NBC Universal-Comcast Deal $500 Million Away?
2009-10-22 03:58:00,Former Vivendi boss ordered to stand trial
2009-10-22 08:06:00,[$$] Corporate Watch
2009-10-28 04:00:00,4-Star Stocks on the Upswing
2009-10-29 11:14:00,Video: Former NBCU Boss Wright on GE-Comcast-Vivendi Talks
2009-11-01 11:47:00,Comcast So Very Close To NBCU Deal; Vivendi Talks Still Continuing
2009-11-03 02:30:00,"Stifel Nicolaus Expert Analyst Sees Low Growth In US Wireless Businesses, Current Picks Are In Latin America And Other International Markets"
2009-11-03 07:00:00,[video] China Down Not Out
2009-11-03 09:30:00,China Down Not Out
2009-11-04 04:24:00,Earnings Preview: Activision Blizzard
2009-11-04 10:29:00,Chinese agencies fight for control of Web game
2009-11-05 04:51:00,Brazil\'s Vivo profit more than doubles in Q3
2009-11-05 05:00:00,3Q09 Results: VIVO Participacoes S.A.
2009-11-05 06:34:00,Latin American Markets: Telecoms lift Brazil stocks; capital flows debated
2009-11-05 06:59:00,"Activision posts 3Q profit, backs 2009 outlook"
2009-11-10 04:44:00,"Latin American Markets: Brazil, Mexico stocks edge higher; Gol gets lift"
2009-11-12 01:42:00,Vivendi net profit down 78 pct in 3Q
2009-11-12 04:54:00,United Technologies to buy GE\'s security business
2009-11-14 09:34:00,Vivendi to acquire Brazil\'s GVT
2009-11-16 06:00:00,MasterCard Launches MasterCard Mobile Payments Gateway to Spark Mobile Commerce Globally
2009-11-20 04:09:00,"GE, Vivendi talks over NBC Universal stretch on"
2009-11-20 07:35:00,Ex-Vivendi CEO: I made mistakes but never misled
2009-11-24 02:59:00,Vivendi issues euro1.2 billion in bonds
2009-11-24 03:50:00,Vivendi Snaps Up More Of France\'s Canal+ As NBCU Price Talks Continue
2009-12-01 01:21:00,Stocks climb as falling dollar boosts commodities
2009-12-01 09:00:00,Vivendi to Sell NBC Universal Stake
2009-12-01 11:31:00,Vivendi-GE: Razing the House that Messier Built
2009-12-02 05:33:00,"Comcast, GE set to announce NBC deal Thursday"
2009-12-03 01:27:00,Beyond The Deal: Spinning The Wheel On Comcast-NBCU
2009-12-04 02:22:00,Did Tony Chedraoui\'s Tyrus Capital Bet the Ranch on Brazil?
2009-12-08 05:51:00,EMI joins Universal-backed music video site Vevo
2009-12-10 03:31:00,Vivo Participacoes downgraded by Oscar Gruss
2009-12-10 03:31:00,InPlay: Vivo Participacoes downgraded to Hold at Oscar Gruss; tgt $31
2009-12-15 01:00:00,VIVO Participacoes (VIV): Zacks Rank Buy
2009-12-15 11:03:00,"Zacks Releases Four Powerful \'\'Buy\'\' Stocks: VIVO Participa\xc3\xa7\xc3\xb5es, Tiffany & Co., J. Crew Group Inc. and Stone Energy Corporation"
2009-12-21 01:00:00,Compellent Tech (CML): Zacks Rank Buy
2010-01-06 06:07:00,"Justice Department to review Comcast, NBC deal"
2010-01-21 10:36:00,Ex-Vivendi boss to stand trial in France in June
2010-01-22 09:09:00,Electronic Arts\' Nashak Joins BBCWW To Run Gaming Platforms
2010-01-28 06:47:00,"Latin American Markets: Brazil, Mexico stocks fight for higher ground"
2010-01-29 06:09:00,NY jury rules for shareholders in Vivendi suit
2010-03-01 03:59:00,Vivendi 4th-quarter net loss narrows 32 pct
2010-03-03 03:50:00,The Brazilian Wireless Market: Dialing Into Earnings
2010-03-03 07:00:00,Dialing into Earnings for Brazilian Wireless
2010-03-04 07:08:00,Vivendi names 4 new supervisory board members
2010-03-08 05:00:00,Brazil Knocks China Down a Few Rungs
2010-03-22 09:03:00,Telecom Poised for Growth as Fierce Competition Benefit End-Users
2010-04-06 01:04:00,VIVO PARTICIPACOES S.A. Financials
2010-04-08 09:00:00,Gabelli on the Markets
2010-04-09 02:23:00,Activision countersues \'Modern Warfare\' execs
2010-04-13 02:34:00,Telesp Cut to Underperform
2010-04-15 02:37:00,"No more relapses for Eminem, just a \'Recovery\'"
2010-04-15 08:17:00,Latin American Markets: Brazil\'s Bovespa falls as Net Servicos slumps
2010-04-20 02:51:00,Telefonica wants to merge Brazil business-report
2010-04-23 01:40:00,Emerging Markets Report: Slim\'s America Movil nears wrap on watershed deal
2010-04-28 01:10:00,Court rejects Vivendi plea to bar French from suit
2010-04-28 01:13:00,Vivendi fails to bar French investors from suit
2010-04-29 01:55:00,Activision locks up `Halo\' creators for 10 years
2010-05-03 06:35:00,Brazil\'s Vivo Q1 profit surges 44 pct
2010-05-03 07:16:00,1Q10 Results: VIVO Participacoes S.A.
2010-05-03 07:24:00,UPDATE - Vivo Q1 net surges but misses estimates
2010-05-04 10:46:00,Vivo Misses but Profit Surges
2010-05-05 02:18:00,"Weekly Verdicts Roundup: Vivendi, Sempra Energy, Baker Hughes, CertainTeed"
2010-05-06 06:04:00,"Activision 1Q profit up, shoots past expectations"
2010-05-07 01:07:00,Activision shares climb after solid 1Q results
2010-05-11 01:09:00,Vivendi Q1 net up 21 percent
2010-05-11 05:13:00,Latin American Markets: Vivo jumps in Brazil as Telefonica seeks control
2010-05-11 06:26:00,400-Point Hangover: Futures Fall as Economic Worries Return
2010-05-11 08:31:00,[$$] Telefnica Bids for Big Role in Brazil\'s Wireless Market
2010-05-11 11:02:00,UPDATE - Vivo shares jump on Telefonica offer for stake
2010-05-11 11:10:00,Telefonica bids $7.3 billion for control of Vivo
2010-05-12 06:15:00,"Latin American Markets: Mexico, Brazil stocks up as economic data brighten"
2010-05-12 08:08:00,NY court axes suit vs. label over Remy Ma shooting
2010-05-12 12:36:00,US music compilation album guru Bob Mercer dies
2010-05-13 06:07:00,Telefonica net income rises less-than-forecast 2%
2010-05-13 10:58:00,Is Now The Time to Buy Brazil?
2010-05-16 04:24:00,[$$] Portugal Telecom Is Right to Sit Tight
2010-05-24 10:12:00,London 2012 signs deal with Universal Music Group
2010-05-24 12:11:00,[$$] Telefonica Pushes Vivo Deal
2010-05-26 06:19:00,"Latin American Markets: Mexico stocks advance, resist Wall Street retreat"
2010-05-26 09:10:00,Telefonica raises the stakes in Vivo battle
2010-05-28 02:17:00,Portugal says golden share an option in PT case
2010-05-28 03:59:00,"Latin American Markets: Brazil, Mexico head toward May losses"
2010-05-28 06:58:00,"Latin American Markets: Brazil, Mexico stocks end May trading in the red"
2010-05-28 10:36:00,Portugal Telecom said to weigh bid for Brazil unit
2010-05-28 10:54:00,Portugal Telecom Weighs Options in Bid for Vivo
2010-06-01 07:14:00,Sam Zell Spots Bargains in Brazilian Real Estate
2010-06-01 07:29:00,[$$] Telefnica Sweetens Bid for Rest of Brazil Venture
2010-06-02 05:47:00,"Latin American Markets: Brazil index gets lift from Gerdau, telecoms"
2010-06-02 06:16:00,Business Highlights
2010-06-02 08:06:00,Telef\xc3\xb3nica\'s New Bid Is Rebuffed; PT to Meet
2010-06-02 08:53:00,Telefonica Raises Vivo Bid
2010-06-02 10:33:00,Ex-Vivendi execs face French trial over finances
2010-06-03 05:33:00,[$$] Telefnica\'s Brave Call on Vivo
2010-06-07 07:00:00,Is A Reversal of Fortune Imminent in Latin America?
2010-06-09 02:22:00,[video] Betting on Brazil
2010-06-12 05:25:00,[$$] Don\'t Hang Up on Telef\xc3\xb3nica
2010-06-16 12:00:00,Foreign Telecoms Sporting Big Dividends
2010-06-17 08:10:00,Telesp Dropped to Underperform
2011-04-04 03:06:00,Stocks Waver in Light Trading
2011-04-04 04:20:00,Blue Chips Advance 23.31
2011-04-04 05:14:00,[$$] A Sweet Adieu for Vodafone
2011-04-05 04:10:00,Telefonica Suffers Domestically
2011-04-05 08:01:00,Brazil M&A deals to recover after 27 percent drop in Q1
2011-04-09 10:57:00,10 Stocks Jump Like Van Halen to 52-Week Highs As Traders Take Profits Into Weekend
2011-04-12 05:25:00,Buying Brazilian Stocks (Part II): Telecoms
2011-04-14 04:10:00,Telefonica Sets 3-Year Growth Plan
2011-04-14 09:34:00,Stocks You Need to Know in This Top Hedge Funds Portfolio
2011-04-15 08:59:00,Stocks Climbing to 52-Week Highs As Google And Bank America Report Earnings
2011-04-17 09:52:00,Stocks Sizzling at 52-Week Highs As Dow and S&P Rise
2011-04-18 08:14:00,Stocks Slam Dunking 52-Week Highs As Markets Drop and NBA Playoffs Heat Up
2011-04-19 08:41:00,Millicom Earnings Cheat Sheet: Profit Pops 48% As Revenues Climb 19.5%
2011-04-19 11:14:00,Stocks Swishing 52-Week Highs As Markets Feel The Miami Heat
2011-04-20 01:35:00,5 Stocks At 52-Week Highs
2011-04-21 09:32:00,Stocks Tapping 52-Week Highs Like The Boston Celtics
2011-04-28 02:55:00,Momentum Ideas: 11 Undervalued Rally Stocks Seeing Extreme Short Covering
2011-05-09 11:38:00,"iPhone, iPads ""Made in Brazil"" Getting Closer"
2011-05-10 02:58:00,European Equity and Credit Research Conference Preview
2011-05-10 08:20:00,Telefonica taps Gilperez as CEO of Brazilian unit
2011-05-12 07:26:00,Brazil\'s Vivo reports higher quarterly profit
2011-05-12 08:01:00,1Q11 Results: VIVO Participacoes S.A.
2011-05-12 09:40:00,UPDATE 1-Brazil\'s Vivo reports higher quarterly profit
2011-05-13 03:53:00,[$$] Telefonica Battles Rising Costs
2011-05-13 05:46:00,[$$] Telefnica Battles Rising Costs
2011-05-13 11:40:00,Profit Grows Threefold for Vivo
2011-05-15 04:28:00,Top Foreign Telecom Services Picks by Fund Gurus Concentrated in the Sector
2011-05-16 03:40:00,Domestic Strains in Telefonica 1Q
2011-05-19 06:57:00,Booming Mobile Use Lifts Brazil\'s Telecoms
2011-05-20 05:04:00,Top 15 Most Undervalued Tech Stocks by Levered Free Cash vs. Enterprise Value
2011-05-20 05:46:00,Rate Of Profit Growth Falls For Foreign Issues
2011-05-22 10:10:00,Stocks Scoring 52-Week Highs as Heat Battle Bulls
2011-05-24 06:30:00,9 Top Stocks Record 52-Week Price Highs As Miami Heats Up Again
2011-05-25 04:17:00,"In The Wireless Space, Increased Consolidation And Outsourcing To Be Expected As More Cell Sites Are Deployed, Says WSJ All-Star Analyst Tim Horan of Oppenheimer And Co."
2011-05-25 11:54:00,8 Stocks Reaching 52-Week Highs As Markets Stretch Higher
2011-05-26 02:47:00,"Portugal Telecom Q1 profit up 29 pct, beats fcast"
2011-05-27 04:30:00,15 Rallying Stocks Undervalued by Enterprise Value
2011-05-27 08:58:00,Stocks Heating Up to 52-Week Highs As Miami Heat Head to NBA Finals
2011-05-29 09:08:00,Stocks Scoring 52-Week Highs As Dallas and Miami Prepare for NBA Finals
2011-05-31 04:30:00,Telefonica Lowered to Neutral
2011-06-01 09:12:00,Stocks Slamming 52-Week Highs Like Miami Heats Bosh James Wade Combo
2011-06-02 10:08:00,7 Stocks Reach 52-Week Highs As S&P Remains Flat
2011-06-03 04:03:00,Rallying High Yield Stocks Still Undervalued by Enterprise Value
2011-06-04 12:29:00,9 Stocks Reach 52-Week Highs As The Superman Shaq Retires
2011-06-05 04:05:00,"Investing in Technology: Netflix, Apple, Groupon, and More"
2011-06-06 07:03:00,6 Stocks Hit 52-Week Highs As Dow Declines
2011-06-06 12:45:00,Spain a Spoil Sport for Telefonica
2011-06-10 12:20:00,Top 3 Rallying and Profitable Stocks Undervalued by the PEG Ratio
2011-06-14 11:54:00,10 High Dividend Stocks for Large Cap Investors
2011-06-15 03:44:00,Merger Reduces Brazil\'s Wireless Industry to 2 Players
2011-06-17 07:00:00,Backing Out of Brazil Telecom
2011-06-20 01:02:00,"UPDATE 1-Canal+, Orange bid for France football rights"
2011-06-20 09:19:00,"Canal+, Orange bid for France football rights"
2011-06-22 04:28:00,5 Latin American Telecom Stocks to Consider
2011-06-22 07:07:00,"Gores, Blavatnik weigh EMI bids-Bloomberg"
2011-06-22 07:34:00,"Gores, Blavatnik weigh EMI bids: report"
2011-06-23 07:45:00,"Canal+, Al Jazeera win part of France soccer rights"
2011-06-23 09:36:00,Universal working on a bid for EMI: source
2011-06-24 01:59:00,Bouygues in legal move over French 4G - Le Figaro
2011-06-24 05:30:00,Telesp Upgraded on Vivo Merger
2011-06-27 01:00:00,Telesp S.A. - ADR (VIV)
2011-06-27 06:53:00,5 Top Yielding Brazil Telecom Stocks
2011-07-06 05:00:00,Vivo Participacoes S.A.: Notice to the Market
2011-07-06 06:02:00,Momentum Ideas: 4 Rallying High Yield Stocks Undervalued by Enterprise Value
2011-07-08 12:52:00,July Picks in the BRICs by Four Money Managers
2011-07-14 03:38:00,27 Dividend Stocks Delivering Strong Income
2011-07-23 04:01:00,Singer Amy Winehouse Found Dead
2011-07-27 05:31:00,Stocks Achieving 52-Week Highs as Boehner Debt-Limit Plan Drives Markets Lower
2011-07-27 06:45:00,2Q11 Results: Telecomunicacoes de Sao Paulo S.A. - Telesp
2011-07-27 10:40:00,Brazil\'s Telesp ups savings estimate on Vivo merge
2011-07-27 11:49:00,UPDATE 1-Brazil\'s Telesp sees greater boost from Vivo merger
2011-07-28 02:23:00,UPDATE 1-Telefonica first half profit meets forecasts
2011-07-28 05:11:00,"RPT-UPDATE 2-Telefonica H1 profit falls, key markets worry"
2011-07-28 07:56:00,11 Stocks Hit 52-Week Highs as Debt Showdown in Washington Lingers
2011-07-28 12:36:00,UPDATE 4-Telefonica H1 prompts fears of credit downgrade
2011-07-29 03:30:00,Telesp Profits on Vivo Merger
2011-07-30 03:53:00,Stocks Achieving 52-Week Highs As S&P Closes Week Lower
2011-08-01 05:33:00,11 Top Stocks Achieve 52-Week Highs as Dow Rebounds Huge
2011-08-11 11:19:00,Share Buyback Program: Telecomunicacoes de Sao Paulo S.A. - Telesp
2011-08-11 11:22:00,InPlay: Telecomunicacoes de Sao Paulo announce Board of Directors approved the acquisition of shares by the co to be held in treasury and subsequent disposal or cancellation
2011-08-15 09:59:00,InPlay: Telecomunicacoes de Sao Paulo S.A. announce a share buyback program witha maximum of 2.9 mln shares to be purchased
2011-08-23 05:35:00,STXNEWS LATAM-TIM beats Claro for Brazil\'s No.2 wireless spot
2011-08-30 02:45:00,Telefonica Remains Neutral
2011-09-01 07:51:00,Extreme Dividends By Sector: Greater Safety In Shipping Or Telecom Stocks?
2011-09-06 08:41:00,20 Dividend Stocks Delivering Strong Income
2011-09-07 02:22:00,The 25 Highest-Yielding Telecom Stocks
2011-09-07 09:45:00,Telefonica Restructures Operations
2011-09-09 03:03:00,LinkedIn looking for Brazil chief executive
2011-09-13 04:49:00,6 Wireless Stocks Undervalued By EPS Trends
2011-09-16 04:15:00,12 Strong Dividend Stocks With Low-Debt And Low P/E Ratios
2011-09-20 01:00:00,Telesp S.A. - ADS (VIV)
2011-09-20 02:59:00,16 High-Yield Stocks With Low Beta
2011-09-20 04:25:00,"Zacks Bull and Bear of the Day Highlights: SM Energy, Telesp S.A., Tyco International, McGraw-Hill and ITT"
2011-09-20 09:16:00,Brazil state development bank lends Vivo $1.7 bln
2011-10-03 12:45:00,"STXNEWS LATAM-Cut exposure to Brazil banks, says Credit Suisse"
2011-10-05 02:44:00,"UPDATE 2-Carlos Slim\'s Brazil units join networks, services"
2011-10-05 10:28:00,"UPDATE 1-Carlos Slim\'s Brazil units join networks, services"
2011-10-06 03:43:00,15 Undervalued Large Caps Offering High Dividends
2011-10-07 09:10:00,3 Bold Picks to Profit From a Sideways Market
2011-10-13 01:16:00,Coverage initiated on Vivo Participacoes by Barclays Capital
2011-10-18 03:51:00,10 Highly Profitable Stocks From The BRIC Nations
2011-11-01 07:59:00,The 5 Best And Worst Performing Latin American ADRs- YTD
2011-11-02 06:42:00,"Lightning Round: Darden Restaurants, Tata Motors, Alpha Natural Resources and More"
2011-11-04 01:31:00,Universal Discusses Rejoining EMI Auction
2011-11-04 06:50:00,[video] Cramer\'s Homework on Three Stocks
2011-11-04 06:59:00,Cramer\'s Calls on 3 Stocks
2011-11-04 11:00:00,"2 Buys, 1 Sell From Cramer\'s Lightning Round"
2011-11-06 12:03:00,Jim Cramer: Buy and Sell These Stocks Nov. 4th
2011-11-08 05:29:00,5 Hot Brazilian Stocks To Watch
2011-11-09 09:35:00,9 Tech Stocks Predictive Analysts Expect To Outperform
2011-11-10 04:45:00,3Q11 Results: Telefonica Brasil S.A.
2011-11-11 11:02:00,"Deals of the Day: MF Global\'s Books? ""A Mess,"" Says One Regulator"
2011-11-11 12:46:00,Vivendi\'s Universal Music to buy EMI for \xc2\xa3$1.2B
2011-11-14 12:21:00,Grooveshark Is Not Out For Music Industry Blood
2011-11-16 04:31:00,"Updates, advisories and surprises"
2011-11-16 05:20:00,Europe stocks break two-session losing streak
2011-11-16 07:06:00,Europe stocks fall on gloomy BOE comments
2011-11-16 11:13:00,Vivendi shares up 5% on results
2011-11-16 12:19:00,Europe stocks end flat after BOE warning
2011-11-18 11:37:00,"Two Brazil Telecoms Worth A Look, Bernstein Says"
2011-11-22 10:55:00,Brazil\'s Best Buys For Investors
2011-11-25 02:00:00,Fridays biggest gaining and declining stocks
2011-11-30 01:36:00,"High Income, Low Volatility Emerging Markets"
2011-12-02 07:00:00,"Rentrak Announces Top DVD Sales and Rentals for Week Ending November 27, 2011"
2011-12-15 08:22:00,10 BRIC Stocks for 2012: SOHU on Top
2011-12-21 10:17:00,Beyond Lady Gaga and MJ: 5 Keys To Vevo\'s Early Success
2011-12-23 12:30:00,Netflix Faces Barriers to European Expansion
2012-01-05 10:32:00,America Movil - \'Mature\' Doesn\'t Mean Dead
2012-01-09 01:29:00,Emerging Market Stocks: Can Emerging Markets Make a Comeback in 2012?
2012-01-09 03:52:00,Solid Large Cap Value Stocks Offering Dividend and Growth
2012-01-12 06:27:00,"And for the CDs I can give you, let\'s see... nothing."
2012-01-13 01:39:00,YouTube Nears Licensing Deal With Major Record Labels
2012-01-20 03:39:00,4 Wireless Stocks With Impressive Profitability
2012-01-25 12:04:00,Prepaid Wireless Segment Catches Investor Interest As Postpaid Increasingly Resembles Utilities; An Exclusive Interview With An Expert Credit Suisse Analyst Reveals The Bellwethers For This Trend
2012-01-26 02:31:00,3 BRIC Stocks Rated Overweight By Barclays Capital
2012-01-26 04:25:00,6 Tech Stocks Trading Near Highs On Buy Ratings From Barclays
2012-03-05 08:00:00,5 BRIC Stocks With Impressive Profitability
2012-03-05 10:31:00,5 Wireless Communications Stocks with Impressive Profitability
2012-03-19 07:00:00,Iliad\'s Entrance Not a Busy Signal for French Wireless Market
2012-03-23 04:25:00,Portugal Telecom: Is The 16% Yield Sustainable?
2012-03-23 05:05:00,Tips For Investing In Emerging Markets From The U.S.
2012-03-27 02:15:00,[$$] Vivendi Puts a Lot on the Line
2012-04-19 04:52:00,Why This Telecom Could Be Undervalued
2012-04-27 03:42:00,Telefonica Brasil: A Sleeping Giant?
2012-05-09 11:37:00,Brazil: A Land Of Opportunity
2012-05-10 06:40:00,1Q12 Results: Telefonica Brasil S.A.
2012-05-14 01:59:00,TheStreet Ratings Top 10 Rating Changes
2012-05-14 04:07:00,Telefonica Brasil S.A. Stock Downgraded (VIV)
2012-05-14 10:00:00,Telefonica Brasil Underperforms
2012-05-15 01:34:00,"Telefonica Brasil Earnings Call Insights: Fixed vs. Mobile, Music"
2012-05-15 03:40:00,How Big Data Will Disrupt the $9 Billion Music Publishing Rights Business
2012-05-22 08:05:00,TIM Brasil: How Should Investors Treat The CEO\'s Departure?
2012-05-29 01:45:00,Telefonica Brasil Downgraded
2012-05-29 08:48:00,Undervalued Picks From A Premium Investor
2012-05-30 04:56:00,"Facebook Inc. - Class A, Consol Energy Among Stocks falling to Annual Lows Wednesday"
2012-06-07 05:00:00,Telefonica Brasil S.A. (VIV): Today\'s Featured Technology Winner
2012-06-12 09:00:00,Equities Lead Investor Sentiment - Research Report on Telefonica Brasil SA (ADR) and Invesco Mortgage Capital Inc
2012-06-15 10:58:00,Emerging Markets Telecom Stocks for Income and Growth
2012-06-19 05:01:00,Telefonica Brasil S.A. (VIV): Today\'s Featured Telecommunications Winner
2012-06-19 09:39:00,Investing in Brazil\'s Exploding Telecom Sector
2012-06-25 03:25:00,"New Wine, Old Wineskin - Why Activision Shareholders Should Welcome A Break From Vivendi"
2012-06-27 06:00:00,4 Profitable Tech Stocks Offering 3%+ Yields With Analyst Backing
2012-06-28 06:40:00,[video] Lightning Round
2012-06-28 07:00:00,"Lightning Round: Ariad Pharma, Weight Watchers, Telefonica Brazil and More"
2012-06-29 03:54:00,Cramer\'s Lightning Round - Biotech Specs Are Paying Off (6/28/12)
2012-06-29 08:10:00,Cramer Tells Investors Buy Verizon and Sell These 2 Stocks
2012-06-29 09:30:00,Cramer to Investors: Buy Verizon and Sell These 2 Stocks
2012-07-10 06:54:00,Hedge Fund Managers Are Selling These 4 Large-Cap Tech Stocks
2012-07-11 02:56:00,Valuation-Based Contrarian Picks
2012-07-18 01:04:00,Coverage initiated on Vivo Participacoes by Stifel Nicolaus
2012-07-18 01:45:00,StemCells ANNOUNCES Positive Results and 4 Hot Stocks Turning Heads
2012-07-18 01:49:00,Parkervision INITIATED at Buy and 4 Analyst-Initiated Shares
2012-07-19 05:01:00,Telefonica Brasil S.A. (VIV): Today\'s Featured Technology Laggard
2012-07-23 09:59:00,Telefonica Brasil S.A Stock Hits New 52-Week Low (VIV)
2012-07-25 04:16:00,"[$$] Telefonica Suspends Dividend, Share Buybacks"
2012-07-25 06:40:00,2Q12 Results: Telefonica Brasil S.A.
2012-07-25 09:27:00,Iliad: The Storm Before The Calm
2012-07-27 05:24:00,Telefonica Brasil Misses Overall
2012-08-10 02:12:00,UBS Cuts Telefonica Brasil To Neutral From Buy
2012-08-16 06:05:00,Rufus Wainwright Profile On CBS Sunday Morning On August 19th
2012-08-20 05:01:00,Telefonica Brasil S.A. (VIV): Today\'s Featured Telecommunications Laggard
2012-08-21 04:51:00,Services Sector Wrap
2012-08-21 10:00:00,"Singer-Songwriter Keith Harkin\'s Self-Titled Solo Debut CD Due September 18th, 2012 On Verve Records"
2012-08-21 12:49:00,"At Nike, something has to give"
2012-08-22 10:18:00,"Equity Briefing: Upgrades and Downgrades for August 22nd: LVS, MDCO, MDT, NGLS, NGNM, OFC, P, PBTH, PCS"
2012-08-24 04:33:00,"General Growth Properties, Cliffs Natural Resources Among Stocks Down on High Volume Friday"
2012-08-28 04:33:00,"BP Prudhoe Bay Royalty, Advanced Micro Among Stocks hitting 52-Week Lows Tuesday"
2012-08-29 12:33:00,"Vale, BP Prudhoe Bay Royalty Among Stocks falling to Annual Lows Wednesday"
2012-08-30 12:33:00,"Dell, Marvell Technology Group Among Stocks setting 52-Week Lows Thursday"
2012-09-03 11:11:00,"Equity Brief: Upgrades and Downgrades for August 31st: AMX, AMZN, CBE, COST, CP, CSCO, DD, GB, MA, MTB, MTG"
2012-09-05 09:00:00,"Rod Stewart Debuts His First Ever Christmas Album, Merry Christmas, Baby Set For October 30th Release On Verve Music Group"
2012-09-05 11:02:00,Get Ready for the Bounce
2012-10-09 09:19:00,Telefonica Brasil: 4.61% Dividend With Great Prospects For Growth
2012-11-06 04:40:00,3Q12 Results: Telefonica Brasil S.A.
2012-11-06 11:21:00,5 Toxic Stocks to Sell in November
2012-11-06 12:43:00,5 Stocks Pushing The Telecommunications Industry Higher
2012-11-09 08:59:00,Telefonica Brasil Misses EPS
2012-11-12 03:52:00,Are Emerging Markets Stocks Attractive Based On Price-To-Book Ratio?
2012-11-12 12:03:00,4 Stocks Pushing The Telecommunications Industry Higher
2012-11-12 12:09:00,"From Apple To Teva, Some Attractive Valuations In A Tough Investing Environment"
2012-11-13 05:14:00,NIHD Gets Government Nod for Unicel
2012-11-19 04:59:00,Microsoft Inks Deal with Telefonica
2012-11-21 10:38:00,X Factor: 5 Stocks Reaching Their Ex-Dividend Date on November 26
2012-11-21 12:04:00,4 Stocks Pushing The Technology Sector Lower
2012-11-23 09:54:00,Telefonica Brasil S.A Stock To Go Ex-dividend Monday (VIV)
2012-11-28 11:02:00,Brazil is Building Roads. Could It Be a Bull Market?
2012-12-03 12:04:00,3 Stocks Pushing The Technology Sector Lower
2012-12-12 05:33:00,Will the Market Hang Up on NII Holdings?
2012-12-18 03:36:00,Is America Movil Still A LatAm Growth Story?
2012-12-19 09:46:00,Should You Add These Four Stocks to Your Watchlist?
2012-12-26 09:05:00,"SBA Communications Launches Brazil Operations, Acquires 800 Towers"
2012-12-26 12:30:00,"Amazon.com Among Services\' Biggest Movers on December 26, 2012"
2012-12-27 08:48:00,SBAC Acquires Towers in Brazil
2012-12-28 02:28:00,Telefonica Brasil Climbs to Neutral
2013-01-17 04:38:00,Telefonica in Restructure Mode
2013-01-18 07:37:00,"Telefonica S.A., Telefonica Brazil S.A., America Movil S.A.B. De C.V., China Unicom Limited and Seaway Inc. highlighted in Zacks Analyst Blog"
2013-01-22 01:43:00,"2.5 Gigahertz Cellular Spectrum Forecast: a Wall Street Transcript Interview with Christopher C. King, Award Winning Senior Telecom and Cable Services Analyst and Director at Stifel, Nicolaus & Co."
2013-01-23 07:33:00,Beloved Tenor Andrea Bocelli Set For National TV Appearances In Support Of New Album \'Passione\'
2013-03-01 10:58:00,Telefonica Brasil Impresses in 4Q
2013-03-01 11:46:00,Dividend Stocks Trump Foreign Bonds
2013-03-11 01:03:00,5 Stocks Pushing The Technology Sector Higher
2013-03-23 01:04:00,TELEFONICA BRASIL S.A. Financials
2013-03-25 05:01:00,Telefonica Brasil S.A. (VIV): Telecommunications\' Featured Underachiever Of The Day
2013-03-26 01:03:00,5 Telecommunications Stocks Moving The Industry Upward
2013-03-27 11:30:00,3 Buy-Rated Dividend Stocks
